Assembly Accession,Assembly Name,Organism Name,Organism Infraspecific Names Strain,Assembly Level,Assembly Release Date,Assembly Stats Number of Scaffolds
GCA_900474605.1,41594_C01,Enterococcus cecorum,NCTC12421,Complete Genome,2018-06-18,1
GCA_016028855.1,ASM1602885v1,Rothia kristinae,FDAARGOS_864,Complete Genome,2020-12-14,1
GCA_001698225.1,ASM169822v1,Gordonia terrae,3612,Complete Genome,2016-08-02,1
GCA_900637615.1,52191_A01,Bordetella hinzii,NCTC13199,Complete Genome,2018-12-20,1
GCA_010508875.1,ASM1050887v1,Flavonifractor plautii,JCM 32125,Complete Genome,2020-02-13,1
GCA_025149285.1,ASM2514928v1,Hungatella hathewayi,DSM 13479,Complete Genome,2022-09-12,1
GCA_000018145.1,ASM1814v1,Dinoroseobacter shibae DFL 12 = DSM 16493,DFL 12,Complete Genome,2007-10-05,6
GCA_020735985.1,ASM2073598v1,Bordetella holmesii,FDAARGOS_1539,Complete Genome,2021-11-03,1
GCA_000008185.1,ASM818v1,Treponema denticola ATCC 35405,ATCC 35405,Complete Genome,2004-02-03,1
GCA_000220945.1,ASM22094v1,Amycolatopsis mediterranei S699,S699,Complete Genome,2011-07-19,1
GCA_000016645.1,ASM1664v1,Flavobacterium johnsoniae UW101,UW101; ATCC 17061,Complete Genome,2007-05-01,1
GCA_001856645.1,ASM185664v1,Clostridium pasteurianum DSM 525 = ATCC 6013,ATCC 6013,Complete Genome,2016-10-31,1
GCA_000013085.1,ASM1308v1,Rhodospirillum rubrum ATCC 11170,ATCC 11170,Complete Genome,2005-12-12,2
GCA_000330885.1,ASM33088v1,Rhizobium tropici CIAT 899,CIAT 899,Complete Genome,2013-01-03,4
GCA_000016605.1,ASM1660v1,Metallosphaera sedula DSM 5348,DSM 5348,Complete Genome,2007-04-25,1
GCA_000006685.1,ASM668v1,Chlamydia muridarum str. Nigg,Nigg,Complete Genome,2003-03-26,2
GCA_000027325.1,ASM2732v1,Mycoplasmoides genitalium G37,G-37,Complete Genome,2006-01-09,1
GCA_000818015.1,ASM81801v1,Stutzerimonas balearica DSM 6083,DSM6083 (=SP1402),Complete Genome,2015-01-14,1
GCA_003660105.1,ASM366010v1,Aliarcobacter cryaerophilus ATCC 43158,ATCC 43158,Complete Genome,2018-10-16,2
GCA_000331185.2,ASM33118v2,Streptomyces rimosus subsp. rimosus ATCC 10970,ATCC 10970,Complete Genome,2021-03-19,2
GCA_900537995.1,Roseburia intestinalis strain L1-82,Roseburia intestinalis L1-82,L1-82,Complete Genome,2019-02-27,1
GCA_000313175.2,ASM31317v2,Leptospira santarosai serovar Shermani str. LT 821,LT 821,Complete Genome,2014-10-08,2
GCA_008245025.1,ASM824502v1,Campylobacter lari subsp. concheus,LMG 21009,Complete Genome,2019-09-03,1
GCA_025231465.1,ASM2523146v1,Streptomyces murinus,CR-43,Complete Genome,2022-09-16,1
GCA_001411805.1,ASM141180v1,Burkholderia plantarii,ATCC 43733,Complete Genome,2015-10-23,3
GCA_002310835.1,ASM231083v1,Pseudoalteromonas tetraodonis,GFC,Complete Genome,2017-09-18,2
GCA_001687625.2,ASM168762v2,Planococcus maritimus,DSM 17275,Complete Genome,2016-11-01,1
GCA_000816085.1,ASM81608v1,Staphylococcus hyicus,ATCC 11249,Complete Genome,2015-01-07,1
GCA_900183975.1,PD885.1,Xanthomonas fragariae,PD885,Complete Genome,2017-05-25,3
GCA_001543205.1,ASM154320v1,Aerococcus urinaeequi,CCUG28094,Complete Genome,2016-02-01,1
GCA_019668505.1,ASM1966850v1,Borrelia miyamotoi,HT31,Complete Genome,2021-06-26,1
GCA_000011965.2,ASM1196v2,Ruegeria pomeroyi DSS-3,DSS-3,Complete Genome,2013-12-10,2
GCA_000146505.1,ASM14650v1,Fibrobacter succinogenes subsp. succinogenes S85,S85,Complete Genome,2010-08-06,1
GCA_008153345.1,ASM815334v1,Treponema phagedenis,B43.1,Complete Genome,2019-08-30,1
GCA_006364355.1,ASM636435v1,Vibrio furnissii,FDAARGOS_777,Complete Genome,2019-06-19,3
GCA_002288285.1,ASM228828v1,Sphingobium xenophagum,C1,Complete Genome,2017-09-08,7
GCA_900637905.1,52756_G01,Parvimonas micra,NCTC11808,Complete Genome,2018-12-20,1
GCA_019930785.1,ASM1993078v1,Burkholderia dolosa,FDAARGOS_1463,Complete Genome,2021-09-12,3
GCA_005406325.1,ASM540632v1,Haloferax mediterranei ATCC 33500,ATCC 33500,Complete Genome,2019-05-16,4
GCA_000012345.1,ASM1234v1,Candidatus Pelagibacter ubique HTCC1062,HTCC1062,Complete Genome,2005-07-22,1
GCA_001025195.1,ASM102519v1,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,JCM 1194,Complete Genome,2015-03-24,1
GCA_900475905.1,49595_E01,Kingella kingae,NCTC10529,Complete Genome,2018-06-17,1
GCA_002706425.1,ASM270642v1,Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001,DSM 20001,Complete Genome,2017-10-25,1
GCA_000022325.1,ASM2232v1,Caldicellulosiruptor bescii DSM 6725,DSM 6725,Complete Genome,2009-02-04,3
GCA_000026005.1,ASM2600v1,Ehrlichia ruminantium str. Welgevonden,Welgevonden,Complete Genome,2005-01-05,1
GCA_000019945.1,ASM1994v1,Methylorubrum populi BJ001,BJ001,Complete Genome,2008-04-09,3
GCA_000204645.1,ASM20464v1,Alicycliphilus denitrificans K601,K601,Complete Genome,2011-04-19,2
GCA_000355695.1,ASM35569v1,Clavibacter nebraskensis NCPPB 2581,type strain: NCPPB 2581,Complete Genome,2013-04-01,1
GCA_000027145.1,ASM2714v1,Listeria seeligeri serovar 1/2b str. SLCC3954,SLCC3954,Complete Genome,2010-02-18,1
GCA_900636915.1,45532_F02,Aggregatibacter aphrophilus ATCC 33389,NCTC 5906,Complete Genome,2018-12-20,1
GCA_000204135.1,ASM20413v1,Chlamydia pecorum E58,E58,Complete Genome,2011-04-13,1
GCA_000063605.1,ASM6360v1,Mycoplasmopsis agalactiae PG2,PG2,Complete Genome,2007-05-24,1
GCA_001685355.1,ASM168535v1,Streptomyces lincolnensis,NRRL 2936,Complete Genome,2016-07-15,1
GCA_001682385.1,ASM168238v1,Azoarcus olearius,DQS-4,Complete Genome,2016-07-08,1
GCA_021919345.1,ASM2191934v1,Paenarthrobacter nicotinovorans,ATCC 49919,Complete Genome,2022-02-03,2
GCA_016028635.1,ASM1602863v1,Stutzerimonas degradans,FDAARGOS_876,Complete Genome,2020-12-14,1
GCA_024347355.1,ASM2434735v1,Vibrio chagasii,LMG 21353,Complete Genome,2022-07-13,5
GCA_003606265.1,ASM360626v1,Clostridium septicum,DSM 7534,Complete Genome,2018-10-01,2
GCA_009362255.1,ASM936225v1,Tenacibaculum mesophilum,DSM 13764,Complete Genome,2019-10-26,1
GCA_000953635.1,LMI,Legionella micdadei,ATCC 33218,Complete Genome,2014-10-21,1
GCA_001941345.1,ASM194134v1,Corynebacterium stationis,622=DSM 20302,Complete Genome,2017-01-10,2
GCA_001553955.1,ASM155395v1,Moraxella osloensis,CCUG 350,Complete Genome,2016-02-09,5
GCA_008824185.1,ASM882418v1,Paracoccus pantotrophus,DSM 2944,Complete Genome,2019-10-06,4
GCA_001886855.1,ASM188685v1,Spiroplasma citri,R8-A2,Complete Genome,2016-11-28,3
GCA_900638215.1,56553_A01,Nocardiopsis dassonvillei,NCTC10488,Complete Genome,2018-12-20,1
GCA_037113525.1,AgR_BfibD1_NP,Butyrivibrio fibrisolvens,D1,Complete Genome,2024-04-05,3
GCA_003015125.1,ASM301512v1,Caulobacter segnis,TK0059,Complete Genome,2018-03-26,1
GCA_034424645.1,ASM3442464v1,Bordetella avium,HAMBI_2160,Complete Genome,2023-12-17,1
GCA_040790665.1,ASM4079066v1,Sulfitobacter pontiacus,DSM 10014,Complete Genome,2024-07-22,5
GCA_001267435.1,ASM126743v1,Moorella thermoacetica,DSM 2955,Complete Genome,2015-08-13,1
GCA_016028275.1,ASM1602827v1,Staphylococcus carnosus,FDAARGOS_883,Complete Genome,2020-12-14,1
GCA_016889425.1,ASM1688942v1,Corynebacterium amycolatum,FDAARGOS_1189,Complete Genome,2021-02-15,1
GCA_002302565.1,ASM230256v1,Capnocytophaga canimorsus,7120,Complete Genome,2017-09-14,1
GCA_020099395.1,ASM2009939v1,Streptomyces mobaraensis,DSM 40587,Complete Genome,2021-09-23,2
GCA_019930665.1,ASM1993066v1,Bacteroides nordii,FDAARGOS_1461,Complete Genome,2021-09-12,1
GCA_000067205.1,ASM6720v1,Bordetella petrii,DSM 12804,Complete Genome,2007-12-18,1
GCA_016726365.1,ASM1672636v1,Rothia aeria,FDAARGOS_1137,Complete Genome,2021-01-20,1
GCA_028609885.1,ASM2860988v1,Corynebacterium jeikeium,DSM 7171,Complete Genome,2023-02-13,1
GCA_010669245.1,ASM1066924v1,Lactococcus raffinolactis,KACC 13441,Complete Genome,2020-02-17,1
GCA_900187105.1,50618_F01,Eikenella corrodens,NCTC10596,Complete Genome,2017-08-15,1
GCA_010727605.1,ASM1072760v1,Mycobacterium simiae,JCM 12377,Complete Genome,2020-02-06,1
GCA_000013325.1,ASM1332v1,Novosphingobium aromaticivorans DSM 12444,DSM 12444,Complete Genome,2007-04-18,3
GCA_001547995.1,ASM154799v1,Asaia bogorensis NBRC 16594,NBRC 16594,Complete Genome,2015-10-15,1
GCA_024347315.1,ASM2434731v1,Vibrio atlanticus,CECT 7223,Complete Genome,2022-07-13,3
GCA_000017245.1,ASM1724v1,Actinobacillus succinogenes 130Z,130Z,Complete Genome,2007-07-05,1
GCA_003172995.1,ASM317299v1,Streptococcus sobrinus,SL1,Complete Genome,2018-05-27,1
GCA_000196115.1,ASM19611v1,Rhodopirellula baltica SH 1,1,Complete Genome,2003-07-07,1
GCA_000220705.2,ASM22070v2,Streptomyces xinghaiensis S187,S187,Complete Genome,2017-09-12,1
GCA_000145235.1,ASM14523v1,Micromonospora aurantiaca ATCC 27029,ATCC 27029,Complete Genome,2010-08-11,1
GCA_000340885.1,ASM34088v1,Clostridium saccharoperbutylacetonicum N1-4(HMT),N1-4(HMT),Complete Genome,2013-02-19,2
GCA_003584745.1,ASM358474v1,Mycobacterium pseudoshottsii JCM 15466,JCM 15466,Complete Genome,2017-10-25,1
GCA_001633165.1,ASM163316v1,Rhodovulum sulfidophilum DSM 1374,DSM 1374,Complete Genome,2016-04-28,3
GCA_000012805.1,ASM1280v1,Nitrosococcus oceani ATCC 19707,ATCC 19707; JCM30415 (Type strain),Complete Genome,2005-10-04,2
GCA_000772105.1,ASM77210v1,Vibrio tubiashii ATCC 19109,19109,Complete Genome,2014-11-05,6
GCA_000304355.2,Mb_MS2,Methanoculleus bourgensis MS2,type strain:MS2,Complete Genome,2014-02-04,1
GCA_900475445.1,42727_F01,Streptococcus cristatus ATCC 51100,NCTC 12479,Complete Genome,2018-06-17,1
GCA_000283595.1,ASM28359v1,Rickettsia japonica YH,YH,Complete Genome,2011-09-30,1
GCA_010669205.1,ASM1066920v1,Blautia producta ATCC 27340 = DSM 2950,JCM 1471,Complete Genome,2020-02-17,1
GCA_000176855.2,ASM17685v2,Paracidovorax avenae ATCC 19860,ATCC 19860,Complete Genome,2011-02-14,1
GCA_001277235.1,ASM127723v1,Cronobacter dublinensis subsp. dublinensis LMG 23823,LMG 23823,Complete Genome,2015-09-01,2
GCA_000513295.1,MGMSRv2,Magnetospirillum gryphiswaldense MSR-1 v2,MSR-1,Complete Genome,2013-12-16,1
GCA_000264765.2,ASM26476v2,Edwardsiella anguillarum ET080813,80813,Complete Genome,2014-08-12,3
GCA_000284615.1,ASM28461v1,Marinobacter nauticus ATCC 49840,ATCC 49840,Complete Genome,2012-03-27,1
GCA_000025925.1,ASM2592v1,Xylanibacter ruminicola 23,Bryant 23,Complete Genome,2010-04-09,1
GCA_900119795.1,MARIT_PRJEB17743,Tenacibaculum maritimum NCIMB 2154,,Complete Genome,2017-11-20,1
GCA_000478885.1,ASM47888v1,Adlercreutzia equolifaciens DSM 19450,DSM 19450,Complete Genome,2013-08-16,1
GCA_000470775.1,ASM47077v1,Leifsonia xyli subsp. cynodontis DSM 46306,DSM 46306,Complete Genome,2013-09-24,1
GCA_000196435.1,ASM19643v1,Bartonella tribocorum CIP 105476,type strain:506 = CIP 105476,Complete Genome,2007-11-25,2
GCA_010509075.1,ASM1050907v1,Collinsella aerofaciens ATCC 25986,JCM 10188,Complete Genome,2020-02-13,3
GCA_002278135.3,ASM227813v3,Bradyrhizobium ottawaense,OO99,Complete Genome,2024-02-23,1
GCA_002812705.1,ASM281270v1,Achromobacter spanius,DSM 23806,Complete Genome,2017-12-06,1
GCA_019645875.1,ASM1964587v1,Mycolicibacterium senegalense,ATCC 35796,Complete Genome,2021-08-17,1
GCA_001465595.2,ASM146559v2,Pandoraea apista,DSM 16535,Complete Genome,2016-12-05,2
GCA_000013345.1,ASM1334v1,Frankia casuarinae,CcI3,Complete Genome,2006-02-06,1
GCA_002356315.1,ASM235631v1,Mycobacterium shigaense,JCM 32072,Complete Genome,2017-06-15,1
GCA_032878895.1,ASM3287889v1,Butyricimonas faecihominis,DSM 105721,Complete Genome,2023-10-20,1
GCA_012427845.1,ASM1242784v1,Pectobacterium punjabense,SS95,Complete Genome,2020-04-16,1
GCA_020097295.1,ASM2009729v1,Aeromonas enteropelogenes,FDAARGOS_1510,Complete Genome,2021-09-23,1
GCA_034424545.1,ASM3442454v1,Trinickia caryophylli,HAMBI_2159,Complete Genome,2023-12-17,2
GCA_001720485.1,ASM172048v1,Cobetia marina,JCM 21022,Complete Genome,2016-09-07,1
GCA_001975665.1,ASM197566v1,Polaribacter reichenbachii,6Alg 8T,Complete Genome,2017-01-30,1
GCA_001007935.1,ASM100793v1,Nitrosomonas communis,Nm2,Complete Genome,2015-05-15,1
GCA_020883495.1,ASM2088349v1,Shinella zoogloeoides,ATCC 19623,Complete Genome,2021-11-18,5
GCA_001482365.1,ASM148236v1,Kocuria flava,HO-9041,Complete Genome,2015-12-24,5
GCA_001618685.1,ASM161868v1,Geobacillus subterraneus,KCTC3922(T),Complete Genome,2016-04-12,1
GCA_003628755.1,ASM362875v1,Christensenella minuta,DSM 22607,Complete Genome,2018-10-11,1
GCA_029909795.1,ASM2990979v1,Paracoccus versutus,DSM 17099,Complete Genome,2023-05-01,2
GCA_004117095.1,ASM411709v1,Paenibacillus chitinolyticus,KCCM 41400,Complete Genome,2019-01-29,1
GCA_019048065.1,ASM1904806v1,Citrobacter farmeri,FDAARGOS 1423,Complete Genome,2021-06-28,2
GCA_002849715.1,ASM284971v1,Arthrobacter crystallopoietes,DSM 20117,Complete Genome,2018-01-03,3
GCA_016027855.1,ASM1602785v1,Atlantibacter hermannii,FDAARGOS_888,Complete Genome,2020-12-14,1
GCA_001719165.1,ASM171916v1,Erythrobacter litoralis,DSM 8509,Complete Genome,2016-09-06,1
GCA_013046825.1,ASM1304682v1,Turicibacter sanguinis,MOL361,Complete Genome,2020-05-12,1
GCA_008151785.1,ASM815178v1,Peptacetobacter hiranonis,DSM 13275,Complete Genome,2019-08-30,1
GCA_031191545.1,ASM3119154v1,Schaalia odontolytica,LMG 18080,Complete Genome,2023-09-04,1
GCA_016728365.1,ASM1672836v1,Corynebacterium tuberculostearicum,FDAARGOS_1117,Complete Genome,2021-01-20,1
GCA_005221305.1,ASM522130v1,Neisseria subflava,ATCC 49275,Complete Genome,2019-05-07,1
GCA_019931005.1,ASM1993100v1,Granulicatella adiacens,FDAARGOS_1477,Complete Genome,2021-09-12,1
GCA_010727475.1,ASM1072747v1,Mycolicibacterium mageritense,JCM 12375,Complete Genome,2020-02-06,1
GCA_018343775.1,ASM1834377v1,Pseudomonas cichorii,DSM 50259,Complete Genome,2021-05-12,1
GCA_008705175.1,ASM870517v1,Clostridium diolis,DSM 15410,Complete Genome,2019-09-24,1
GCA_001038625.1,ASM103862v1,Clostridium carboxidivorans P7,P7,Complete Genome,2015-06-24,2
GCA_004117055.1,ASM411705v1,Brevibacillus agri,DSM 6348,Complete Genome,2019-01-29,1
GCA_037935975.1,ASM3793597v1,Teredinibacter turnerae,T7902,Complete Genome,2024-04-05,1
GCA_000164865.1,ASM16486v1,[Enterobacter] lignolyticus SCF1,SCF1,Complete Genome,2010-10-15,1
GCA_020735925.1,ASM2073592v1,Bordetella parapertussis,FDAARGOS_1541,Complete Genome,2021-11-03,1
GCA_001441165.1,ASM144116v1,Acidipropionibacterium acidipropionici,CGMCC 1.2230,Complete Genome,2015-11-09,1
GCA_016127955.1,ASM1612795v1,Actinomyces oris,FDAARGOS_1051,Complete Genome,2020-12-20,2
GCA_010669225.1,ASM1066922v1,Megamonas funiformis,JCM 14723,Complete Genome,2020-02-17,2
GCA_001457555.1,NCTC10562,Fusobacterium polymorphum,NCTC10562,Complete Genome,2015-03-22,2
GCA_001543285.1,ASM154328v1,Aerococcus viridans,CCUG4311,Complete Genome,2016-02-01,1
GCA_013372225.1,ASM1337222v1,Campylobacter ureolyticus,LMG 6451,Complete Genome,2020-06-24,1
GCA_001267885.1,ASM126788v1,Streptomyces ambofaciens ATCC 23877,ATCC 23877,Complete Genome,2015-08-17,2
GCA_013009555.1,ASM1300955v1,Phocaeicola dorei,DSM 17855,Complete Genome,2020-05-11,1
GCA_025146565.1,ASM2514656v1,Bacteroides eggerthii,DSM 20697,Complete Genome,2022-09-12,1
GCA_000012925.1,ASM1292v1,Geobacter metallireducens GS-15,GS-15,Complete Genome,2005-10-27,2
GCA_000511385.1,ASM51138v1,Phaeobacter gallaeciensis DSM 26640,DSM 26640,Complete Genome,2013-12-20,8
GCA_023920225.1,ASM2392022v1,Vibrio gazogenes,PB1,Complete Genome,2022-06-27,2
GCA_025150245.1,ASM2515024v1,Dorea formicigenerans,ATCC 27755,Complete Genome,2022-09-12,1
GCA_900638015.1,54984_A01,Listeria grayi,NCTC 10812,Complete Genome,2018-12-20,1
GCA_000208405.1,ASM20840v1,Selenomonas sputigena ATCC 35185,ATCC 35185,Complete Genome,2011-04-21,1
GCA_016127255.1,ASM1612725v1,Leuconostoc pseudomesenteroides,FDAARGOS_1003,Complete Genome,2020-12-20,1
GCA_000195915.1,ASM19591v1,Thermoplasma acidophilum DSM 1728,DSM 1728,Complete Genome,2003-05-06,1
GCA_016026575.1,ASM1602657v1,Fannyhessea vaginae,FDAARGOS_934,Complete Genome,2020-12-14,1
GCA_000013145.1,ASM1314v1,Ehrlichia chaffeensis str. Arkansas,Arkansas,Complete Genome,2006-02-21,1
GCA_000008305.1,ASM830v1,Mesoplasma florum L1,L1; ATCC 33453,Complete Genome,2004-07-19,1
GCA_024298965.1,ASM2429896v1,Streptomyces rapamycinicus NRRL 5491,NRRL 5491,Complete Genome,2022-07-18,1
GCA_000981585.1,SBR5(T),Paenibacillus riograndensis SBR5,,Complete Genome,2015-04-11,1
GCA_000010665.1,ASM1066v1,Solidesulfovibrio magneticus RS-1,RS-1,Complete Genome,2009-06-11,3
GCA_001742185.1,ASM174218v1,Pectobacterium wasabiae CFBP 3304,CFBP 3304,Complete Genome,2016-09-22,1
GCA_000017305.1,ASM1730v1,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,SRS30216,Complete Genome,2008-08-14,3
GCA_000020125.1,ASM2012v1,Paraburkholderia phytofirmans PsJN,PsJN,Complete Genome,2008-05-07,3
GCA_000317675.1,ASM31767v1,Cyanobacterium aponinum PCC 10605,PCC 10605,Complete Genome,2012-12-07,2
GCA_900637655.1,52295_B01,Segatella oris,NCTC13071,Complete Genome,2018-12-20,1
GCA_000172995.2,ASM17299v2,Halogeometricum borinquense DSM 11551,DSM 11551,Complete Genome,2010-11-22,6
GCA_000600005.1,ASM60000v1,Snodgrassella alvi wkB2,wkB2,Complete Genome,2014-03-25,1
GCA_030408375.1,ASM3040837v1,Corynebacterium afermentans subsp. lipophilum,DSM 44282,Complete Genome,2023-07-05,1
GCA_004803815.1,ASM480381v1,Campylobacter showae,ATCC 51146,Complete Genome,2019-04-23,1
GCA_001025155.1,ASM102515v1,Bifidobacterium angulatum DSM 20098 = JCM 7096,JCM 7096,Complete Genome,2015-03-24,1
GCA_016127275.1,ASM1612727v1,Streptococcus infantarius,FDAARGOS_1019,Complete Genome,2020-12-20,1
GCA_000331735.1,ASM33173v1,Myxococcus stipitatus DSM 14675,DSM 14675,Complete Genome,2013-01-14,1
GCA_001655245.1,ASM165524v1,Mycolicibacterium vaccae 95051,95051,Complete Genome,2016-06-03,1
GCA_000212695.1,ASM21269v1,Cellulomonas fimi ATCC 484,ATCC 484,Complete Genome,2011-05-09,1
GCA_000020385.1,ASM2038v1,Trichlorobacter lovleyi SZ,SZ,Complete Genome,2008-06-05,2
GCA_000202835.1,ASM20283v1,Acidiphilium multivorum AIU301,AIU301,Complete Genome,2011-03-01,9
GCA_002310855.1,ASM231085v1,Pseudoalteromonas agarivorans DSM 14585,DSM 14585,Complete Genome,2017-09-18,2
GCA_025147765.1,ASM2514776v1,Blautia obeum ATCC 29174,ATCC 29174,Complete Genome,2022-09-12,1
GCA_000091125.1,ASM9112v1,Sphingobium indicum UT26S,UT26S,Complete Genome,2010-03-31,5
GCA_025149785.1,ASM2514978v1,Coprococcus comes ATCC 27758,ATCC 27758,Complete Genome,2022-09-12,1
GCA_002097715.1,ASM209771v1,Burkholderia ubonensis subsp. mesacidophila,ATCC 31433,Complete Genome,2017-04-18,4
GCA_000024845.1,ASM2484v1,Rhodothermus marinus DSM 4252,DSM 4252,Complete Genome,2009-11-03,2
GCA_000024285.1,ASM2428v1,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,DSM 446,Complete Genome,2009-09-09,4
GCA_000008465.1,ASM846v1,Idiomarina loihiensis L2TR,L2TR,Complete Genome,2004-12-02,1
GCA_000022205.1,ASM2220v1,Halorubrum lacusprofundi ATCC 49239,ATCC 49239,Complete Genome,2009-02-04,3
GCA_000023285.1,ASM2328v1,Capnocytophaga ochracea DSM 7271,DSM 7271,Complete Genome,2009-08-26,1
GCA_000164695.2,ASM16469v2,Rothia dentocariosa ATCC 17931,ATCC 17931,Complete Genome,2010-11-03,1
GCA_002715865.1,ASM271586v1,Bifidobacterium asteroides DSM 20089,DSM 20089,Complete Genome,2017-10-25,1
GCA_013372165.1,ASM1337216v1,Campylobacter hyointestinalis subsp. lawsonii,CHY5,Complete Genome,2020-06-24,2
GCA_000015445.1,ASM1544v1,Bartonella bacilliformis KC583,KC583; ATCC 35685,Complete Genome,2007-01-04,1
GCA_001027285.1,ASM102728v1,Archangium gephyra,DSM 2261,Complete Genome,2015-06-03,1
GCA_042466515.1,ASM4246651v1,Streptomyces iranensis,DSM 41954,Complete Genome,2024-10-11,1
GCA_008704795.1,ASM870479v1,Streptomyces spectabilis,ATCC 27465,Complete Genome,2019-09-26,1
GCA_014673495.1,ASM1467349v1,Streptomyces griseofuscus,DSM 40191,Complete Genome,2020-09-21,4
GCA_019933235.1,ASM1993323v1,Streptomyces angustmyceticus,JCM 4053,Complete Genome,2021-09-13,1
GCA_016906185.1,ASM1690618v1,Streptomyces californicus,FDAARGOS_1209,Complete Genome,2021-02-18,3
GCA_013389765.1,ASM1338976v1,Micromonospora carbonacea,aurantiaca,Complete Genome,2020-07-06,1
GCA_012767755.2,ASM1276775v2,Pseudomonas tohonis,TUM18999,Complete Genome,2020-06-01,1
GCA_002762215.1,ASM276221v1,Piscinibacter gummiphilus,NBRC 109400,Complete Genome,2017-11-08,1
GCA_900187205.1,52191_D01,Pandoraea sputorum,NCTC13161,Complete Genome,2017-08-15,1
GCA_001584145.1,ASM158414v1,Collimonas fungivorans,Ter6,Complete Genome,2016-03-09,1
GCA_010731695.1,ASM1073169v1,Mycolicibacterium litorale,JCM 17423,Complete Genome,2020-02-06,1
GCA_000973105.1,ASM97310v1,Zobellia galactanivorans,DsiJT,Complete Genome,2011-07-10,1
GCA_001658025.2,ASM165802v2,Kosakonia oryzae,Ola 51,Complete Genome,2021-03-11,1
GCA_021462285.1,ASM2146228v1,Serratia entomophila,A1,Complete Genome,2022-01-13,2
GCA_034554815.1,ASM3455481v1,Rhizobium indigoferae,CIP 108029,Complete Genome,2023-12-23,5
GCA_018075365.1,ASM1807536v1,Virgibacillus pantothenticus,DSM 26,Complete Genome,2021-04-19,1
GCA_019977755.1,ASM1997775v1,Vibrio penaeicida,IFO 15640T,Complete Genome,2021-09-09,3
GCA_019931045.1,ASM1993104v1,Cupriavidus pauculus,FDAARGOS_1472,Complete Genome,2021-09-12,6
GCA_000012945.1,ASM1294v1,Burkholderia lata,383,Complete Genome,2005-10-20,3
GCA_003367705.1,ASM336770v1,Microbacterium foliorum,NRRL B-24224,Complete Genome,2018-08-09,1
GCA_000975265.2,ASM97526v2,Mycobacterium lepromatosis,FJ924,Complete Genome,2022-02-07,1
GCA_000599985.1,ASM59998v1,Gilliamella apicola,wkB1,Complete Genome,2014-03-25,1
GCA_900005615.1,JCM7685,Paracoccus aminovorans,,Complete Genome,2017-08-14,4
GCA_020162115.1,ASM2016211v1,Tepidimonas taiwanensis,LMG 22826,Complete Genome,2021-09-28,1
GCA_003860565.1,ASM386056v1,Cloacibacterium normanense,NRS-1,Complete Genome,2018-12-04,1
GCA_000011345.1,ASM1134v1,Thermosynechococcus vestitus BP-1,BP-1,Complete Genome,2004-05-11,1
